dimension,condition,beta,sample_size,seed,scale,generator_error,vector_field_cosine,orbit_shape_error,frequency_error,trajectory_error
2,1.5,0.5,2000,75,0.9938640114906002,0.015474740992378243,0.9999342119118324,0.0057353329531752055,0.0039719696064218005,0.0024555753843162067
2,1.5,0.5,2000,76,1.0156048202526187,0.019964082037726576,0.999879578893983,0.0077595459279813025,0.00871281530072312,0.0031721638424580755
2,1.5,0.5,2000,77,0.9711316653061167,0.021820460974630446,0.9998743185212493,0.007927215108428401,0.008001203696769184,0.0034650535091677757
2,1.5,0.5,2000,78,0.9938594193772238,0.009153235720837214,0.9999794761225098,0.0032034260948375077,0.0016301599788942863,0.001451920270358469
2,1.5,0.5,2000,79,1.0154755338812098,0.029689415288295974,0.9997512240144854,0.01115293650825999,0.009164223234997148,0.004712642379726615
2,1.5,0.5,2000,80,1.0314251445647793,0.02785281334062867,0.9997697959703902,0.010728560705188505,0.00874517420705268,0.00442135657514942
2,1.5,0.5,2000,81,1.0004019080349325,0.02938321774185175,0.9997853654634752,0.01035940482182606,0.010277165601076279,0.0046653860004839025
2,1.5,0.5,2000,82,0.988505796504482,0.009066039769736635,0.9999786511605888,0.003267173044947772,0.0011699649529709668,0.0014378529522075913
2,1.5,0.5,2000,83,1.0043362125056317,0.030649050860264527,0.999740786003601,0.011384506937042536,0.010204992910741627,0.004865892304605779
2,1.5,0.5,2000,84,1.019147712319263,0.01440326579111931,0.9999378527473554,0.005574372280562736,0.0012220377893518465,0.002284090698797945
2,1.5,0.5,2000,85,0.9764364175281263,0.01605763884552694,0.9999251032988545,0.00611950574578354,0.004483016754751864,0.002548406549550685
2,1.5,0.5,2000,86,0.9786042870403837,0.0359070784227027,0.9996364658234991,0.013482102515942878,0.009926929449703858,0.0056984247787735835
2,1.5,0.5,2000,87,1.0029455870279793,0.009676711763526184,0.9999720248247577,0.003739998345081079,0.003098901082107798,0.001536138632157541
2,1.5,0.5,2000,88,1.007172438367424,0.03987862170753362,0.9995561551677259,0.014897060654270764,0.012698723565562366,0.006330555985773818
2,1.5,0.5,2000,89,1.0128030746242758,0.04225571302173488,0.9995202294086052,0.01548823087694041,0.007884902291770015,0.006702999663137409
2,1.5,0.5,2000,90,0.9978364666808041,0.015704205285060713,0.9999340731842259,0.005741376828517416,0.00459785599691218,0.0024925264156397484
2,1.5,0.5,2000,91,1.036167035004463,0.02427731222272586,0.9998143244726784,0.009635235527003063,0.004342579963599948,0.00385097269940305
2,1.5,0.5,2000,92,1.03219832626232,0.05881912527897393,0.9990608514363932,0.021669662706267127,0.013696506309545704,0.00933245366202493
2,1.5,0.5,2000,93,0.9973899528789725,0.06136612043639817,0.9989044517503194,0.023404574869890532,0.017205029359620934,0.009739205097847776
2,1.5,0.5,2000,94,0.9728772248526814,0.026266133338574756,0.9998037397483008,0.009906065104248601,0.008854911506075487,0.004170173483185994
2,1.5,0.5,2000,95,0.9954683247082643,0.038831443490858486,0.9995764390080687,0.014552680026910483,0.018039709303125102,0.0061716088299011585
2,1.5,0.5,2000,96,0.9916374214561089,0.026029276489052025,0.9998241680182467,0.009376352749159737,0.004710875768934786,0.004128897838915718
