seed,gamma,omega,analytic_stationary_covariance_difference,analytic_equal_time_moment_max_difference_order_1_to_6,stationary_lyapunov_residual_A0,stationary_lyapunov_residual_A1,empirical_moment_max_difference_order_1_to_6,generator_difference_norm,probability_current_norm_A0,probability_current_norm_A1,input_has_timestamp,input_has_lag,input_has_sample_order,baseline_equal_time_verdict,stage,empirical_moment_normalized_max_difference,empirical_to_population_normalized_RMSE_A0,empirical_to_population_normalized_RMSE_A1
2,1.0,0.5,0.0,0.0,0.0,0.0,2.0317831393139585,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1354522092875972,0.0255094326601962,0.0155961736170469
2,1.0,1.5,0.0,0.0,0.0,0.0,1.1783140007849493,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0785542667189966,0.0143043505355598,0.02025337329489
3,0.5,0.5,0.0,0.0,0.0,0.0,1.6938706901838805,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1129247126789253,0.0301294297082091,0.0133167977595279
3,0.5,1.5,0.0,0.0,0.0,0.0,2.670416876177548,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1780277917451698,0.0267939102100078,0.0149686340715817
3,1.0,0.5,0.0,0.0,0.0,0.0,2.025361357783092,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1350240905188728,0.0186922655793121,0.0179584348636848
3,1.0,1.5,0.0,0.0,0.0,0.0,2.0385806694105195,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1359053779607013,0.026324948957672,0.01571689469502
4,0.5,0.5,0.0,0.0,0.0,0.0,1.5345412500852404,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1023027500056827,0.0124169072870498,0.0200071157707478
4,0.5,1.5,0.0,0.0,0.0,0.0,1.209366902997198,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0806244601998132,0.0235037473921252,0.0207047299986348
4,1.0,0.5,0.0,0.0,0.0,0.0,2.755992426272458,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1837328284181638,0.0350124135562245,0.0182478198192258
4,1.0,1.5,0.0,0.0,0.0,0.0,0.869219036965962,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0579479357977308,0.0075374844711217,0.0192604348871065
5,0.5,0.5,0.0,0.0,0.0,0.0,1.5291043322467477,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.1019402888164498,0.0093353187116049,0.0215342423793729
5,0.5,1.5,0.0,0.0,0.0,0.0,1.299526184798891,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.0866350789865927,0.0146609230050855,0.0261909458922305
5,1.0,0.5,0.0,0.0,0.0,0.0,3.0813852595946347,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.2054256839729756,0.0283468097464894,0.0337192465066436
5,1.0,1.5,0.0,0.0,0.0,0.0,2.142077972643735,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1428051981762489,0.0214093346702356,0.0164179403360963
6,0.5,0.5,0.0,0.0,0.0,0.0,3.653434171187392,0.7071067811865476,0.0,0.7071067811865476,False,False,False,NON_IDENTIFIABLE,development,0.2435622780791594,0.030407745481574,0.0259225002573043
6,0.5,1.5,0.0,0.0,0.0,0.0,1.7140191039154864,2.1213203435596424,0.0,2.1213203435596424,False,False,False,NON_IDENTIFIABLE,development,0.1142679402610324,0.0100546301698727,0.028207426260828
