model,dimension,seed,beta,scale_estimate,generator_error,flow_frobenius_error,expectation_trajectory_error
random_hermitian,2,38,0.25,0.2499999999999999,1.2971809018805059e-15,7.821590098960957e-16,3.025274759457482e-16
random_hermitian,2,38,0.5,0.5,3.0632945921645423e-16,4.649357697054826e-16,1.604666186709294e-16
random_hermitian,2,38,1.0,1.0,3.532212395374188e-16,1.337062145525009e-15,3.424574111148277e-16
random_hermitian,2,38,2.0,2.0000000000000004,3.703363219976777e-16,1.1131790372543166e-15,3.2981551393726505e-16
random_hermitian,2,38,4.0,3.999999999999867,3.0760871433899567e-16,1.9501342981589213e-15,4.256555978531946e-16
random_hermitian,2,39,0.25,0.24999999999999992,1.1712144862865932e-15,1.012922109751378e-15,2.229576904565344e-16
random_hermitian,2,39,0.5,0.49999999999999967,6.719210837966606e-16,4.798545106579445e-16,1.530661151473091e-16
random_hermitian,2,39,1.0,0.9999999999999993,4.127998954208965e-16,9.509113352966058e-16,1.8114156425336414e-16
random_hermitian,2,39,2.0,1.9999999999999964,4.880321941315461e-16,8.713261722818037e-16,2.1155488371678532e-16
random_hermitian,2,39,4.0,3.9999999999998264,4.121993979856961e-16,1.3170040253046555e-15,2.625868314504752e-16
random_hermitian,2,40,0.25,0.24999999999999994,4.032552972651021e-16,8.130843611422341e-16,1.0404692451344244e-16
random_hermitian,2,40,0.5,0.4999999999999999,1.8839185386914521e-16,5.596642234261241e-16,6.982682676994697e-17
random_hermitian,2,40,1.0,1.0,1.8411126254314383e-16,5.12797496704577e-16,8.117106277774083e-17
random_hermitian,2,40,2.0,2.0,1.571626195130681e-16,6.523506780285757e-16,1.110535784781042e-16
random_hermitian,2,40,4.0,4.000000000000023,1.3615095363284092e-16,1.471452660354386e-15,2.0870663258610304e-16
random_hermitian,2,41,0.25,0.2500000000000001,4.3459150060542856e-16,7.790197772369575e-16,1.6726629762448028e-16
random_hermitian,2,41,0.5,0.5000000000000001,3.506881882903172e-16,2.110379832509387e-15,3.7321599224466176e-16
random_hermitian,2,41,1.0,0.9999999999999994,1.2720506954831673e-16,9.033588018196325e-16,2.0678394046852671e-16
random_hermitian,2,41,2.0,1.9999999999999987,1.5883854250216912e-16,9.404885776237152e-16,2.1655550244280108e-16
random_hermitian,2,41,4.0,3.999999999999997,1.445565258086584e-16,1.1658119150274935e-15,2.709492463888779e-16
random_hermitian,2,42,0.25,0.2500000000000001,4.095836331364992e-16,1.0421437262071776e-15,3.28946391538866e-16
random_hermitian,2,42,0.5,0.49999999999999994,2.7366106929947874e-16,1.1547173021007015e-15,3.8993426310881536e-16
random_hermitian,2,42,1.0,1.0000000000000002,1.7914040787490838e-16,1.4964871303202202e-15,3.035013853709949e-16
random_hermitian,2,42,2.0,2.0000000000000004,1.7597788547413458e-16,2.019731546754943e-15,4.958922488238059e-16
random_hermitian,2,42,4.0,4.000000000000282,3.91060458886484e-16,1.6027617180836365e-15,3.340641867771573e-16
random_hermitian,2,43,0.25,0.24999999999999994,2.518780884335299e-16,3.597589414509199e-16,1.1236154516874988e-16
random_hermitian,2,43,0.5,0.5,2.7906608208636333e-16,8.115862103312632e-16,1.4752948444882966e-16
random_hermitian,2,43,1.0,1.0000000000000007,4.443202701887098e-16,8.578604237299178e-16,1.9820696637613388e-16
random_hermitian,2,43,2.0,2.0000000000000018,1.5701458329518678e-16,1.7770385895459924e-15,5.156525933257589e-16
random_hermitian,2,43,4.0,4.000000000000034,1.8472982122800587e-16,1.3332043090658519e-15,3.560810768122375e-16
random_hermitian,2,44,0.25,0.24999999999999994,5.345776716413323e-16,1.3501471934292308e-15,3.488625597358149e-16
random_hermitian,2,44,0.5,0.4999999999999999,1.9942239406406212e-16,1.5860047608460757e-15,4.483493292596986e-16
random_hermitian,2,44,1.0,0.9999999999999993,3.5176296979860482e-16,5.748826551495651e-16,1.4925886335552997e-16
random_hermitian,2,44,2.0,2.0000000000000004,1.7098823185103817e-16,1.808165329057871e-15,3.8285717695936383e-16
random_hermitian,2,44,4.0,3.999999999999867,1.5953465012294402e-16,2.620092335570537e-15,4.613295976629457e-16
random_hermitian,2,45,0.25,0.24999999999999978,5.297582963579616e-16,1.6278635201579204e-15,5.004738591044858e-16
random_hermitian,2,45,0.5,0.4999999999999995,1.359740935895448e-16,9.367712919050853e-16,2.287648615307481e-16
random_hermitian,2,45,1.0,0.9999999999999998,2.0784930117566496e-16,7.843186184975009e-16,1.9566010344661883e-16
random_hermitian,2,45,2.0,1.9999999999999982,1.9232682533774645e-16,1.0323882953630473e-15,1.8330494569575036e-16
random_hermitian,2,45,4.0,4.000000000000012,2.323453517772481e-16,2.1635620469098354e-15,3.7346599275402614e-16
random_hermitian,2,46,0.25,0.2500000000000001,7.280585776559937e-16,7.913249768233264e-16,1.7980045000666107e-16
random_hermitian,2,46,0.5,0.5000000000000001,1.697405167494743e-16,6.194764004266848e-16,1.9374946620112542e-16
random_hermitian,2,46,1.0,1.0,4.777580182487647e-16,6.684022421638602e-16,1.5411387471728736e-16
random_hermitian,2,46,2.0,1.9999999999999996,2.240942887296091e-16,7.089982557138664e-16,9.65598812632308e-17
random_hermitian,2,46,4.0,3.9999999999999916,3.2842311796387353e-16,1.6600762050959963e-15,3.6297061169852565e-16
random_hermitian,2,47,0.25,0.24999999999999986,4.003375387147168e-16,1.0037988049970353e-15,2.986048696969607e-16
random_hermitian,2,47,0.5,0.5,2.8729597989141876e-16,4.902849818749295e-16,7.785048606568061e-17
random_hermitian,2,47,1.0,1.0,2.492217287778547e-16,5.059390283014087e-16,9.978957234301931e-17
