control,dimension,scale_estimate,generator_error,flow_frobenius_error,expectation_trajectory_error
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.6885565221898433,0.13701091277844446
gibbs_eigenvectors_rotated,4,0.0,1.0,1.4453798235120991,0.08958489067010293
incorrect_diagonal_observable_algebra,4,1.0,,3.295905214686478e-15,3.359942532532578e-16
generic_non_gibbs_unrelated_H,4,0.11726989466808091,0.995792370370899,1.6724047878260613,0.10014107919326301
gibbs_eigenvectors_rotated,4,0.0,1.0,1.6494874502678694,0.12024485399234222
incorrect_diagonal_observable_algebra,4,1.0,,4.3375025238301425e-15,4.655130447783762e-16
generic_non_gibbs_unrelated_H,4,0.07195645224849266,0.9982107831380572,1.579322062333362,0.1445270216994296
gibbs_eigenvectors_rotated,4,0.3456798210102768,0.9383525250918776,1.4406523777541125,0.06952510081710335
incorrect_diagonal_observable_algebra,4,1.0,,4.147772191364876e-15,4.503125303201294e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.7390951694313512,0.10836183719391841
gibbs_eigenvectors_rotated,4,0.006002714904116969,0.9999819835445938,1.4066961104610698,0.15310406285987455
incorrect_diagonal_observable_algebra,4,1.0,,1.8006091778236795e-15,1.6001197762627316e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,1.0081891334212016,0.06801867627673293
gibbs_eigenvectors_rotated,4,0.3338077119379609,0.9426411891333538,1.5588443094593105,0.13714351915712383
incorrect_diagonal_observable_algebra,4,1.0,,3.666218948504809e-15,4.866000994068614e-16
generic_non_gibbs_unrelated_H,4,0.0,1.0,0.7746555921012916,0.062346221220950994
gibbs_eigenvectors_rotated,4,0.0,1.0,1.5167420032685017,0.12202089355970329
incorrect_diagonal_observable_algebra,4,1.0,,3.0895739454170273e-15,1.3379596909557367e-16
